LEONHARD KURZ Stiftung & Co. KG;Schwabacher Str. 482;90763;Fürth;0911-7141-0;0911-7141-357;Herr;;Walter;Kurz;sales@kurz.de;http://www.kurz.de/;Deutschland;Maschinenbau;C 1000-5000;559;Bayern
Trolli GmbH;Oststr. 94;90763;Fürth;0911-78703-0;0911-7870311-10;Herr;;Herbert;Mederer;info@trolli.de;http://www.trolli.de/;Deutschland;Lebensmittelindustrie;C 1000-5000;200;Bayern
UVEX WINTER HOLDING GmbH & Co. KG;Würzburger Str. 181;90766;Fürth;0911-9736-0;0911-9736-375;Herr;;Rainer;Winter;holding@uvex.de;http://www.uvex.de/;Deutschland;Konsumgüterhersteller;C 1000-5000;303;Bayern
Fachkliniken Hohenurach;Höhenstr. 56;87629;Füssen;08362-12-0;08362-12-4000;Herr;;Heinz;Dahlhaus;info@enzensberg.de;http://www.enzensberg.de;Deutschland;Kommunales;C 1000-5000;29;Bayern
PHÖNIX Seniorenzentren;Hiebelerstr. 29;87629;Füssen;08362-9128-0;08362-9128-600;Frau;;Susanne;Momberg;info@phoenix.nu;http://www.phoenix.nu/;Deutschland;Kommunales;C 1000-5000;0;Bayern
Bott GmbH & Co. KG;Bahnstr. 17;74405;Gaildorf;07971-251-0;07971-251-285;Herr;Dr.;Reinhard;Wollermann-Windgasse;info@bott.de;http://www.bott.de/;Deutschland;Maschinenbau;D 500-999;81;Baden-Württemberg
Backstube Wünsche GmbH;Gutenbergstr. 11;85080;Gaimersheim;08458-3279-0;08458-3279-30;Herr;;Hans Georg;Maier;kontakt@backstube-wuensche.de;http://www.backstube-wuensche.de/;Deutschland;Lebensmittelhandel;C 1000-5000;37;Bayern
Union SB-Großmarkt Südbayern GmbH;Ingolstädter Str. 120;85080;Gaimersheim;08458-62-0;08458-62-213;Herr;;;Hollinger oder Gruber;Michaela.Mossburger@edeka.de;http://www.sb-union.de/;Deutschland;Lebensmittelhandel;C 1000-5000;466;Bayern
Bayerische Zugspitzbahn Bergbahn;Olympiastr. 27;82467;Garmisch-Partenkirchen;08821-797-0;08821-797-900;Herr;;;Stauch;M.Stauch@Zugspitze.de;http://www.zugspitze.de;Deutschland;Transport & Logistik;E 200-499;25;Bayern
BP Gelsenkirchen GmbH;Pawiker Str. 30;45896;Gelsenkirchen;0209-366-0;;Herr;Dr.;Klaus;Niemann;;http://www.bpge.de/;Deutschland;Chemieindustrie;C 1000-5000;193;Nordrhein-Westfalen
Detlef Malzer's Backstube GmbH & Co. KG;Ulrichstr. 13;45891;Gelsenkirchen;0209-97074-0;0209-97074-70;Herr;;Hans-Joachim;Scherpel;info@malzers.de;http://www.malzers.de/;Deutschland;Lebensmittelhandel;C 1000-5000;90;Nordrhein-Westfalen
Flachglas MarkenKreis GmbH;Auf der Reihe 2;45884;Gelsenkirchen;0209-91329-0;0209-91329-29;Herr;;Thomas;Stukenkemper;info@flachglas-markenkreis.de;http://www.flachglas-markenkreis.de;Deutschland;Bauindustrie & Stahl;C 1000-5000;0;Nordrhein-Westfalen
Pilkington Holding GmbH;Haydnstr. 19;45884;Gelsenkirchen;0209-168-0;0209-168-2025;Herr;Dr.;Christian;Quenett;;http://www.pilkington.de/;Deutschland;Bauindustrie & Stahl;C 1000-5000;448;Nordrhein-Westfalen
Voigt & Schweitzer GmbH & Co. KG;Nordring 4;45894;Gelsenkirchen;0209-319270-0;0209-319270-16;Herr;;Lars;Baumgürtel;info@zinq.com;http://www.zinq.com/;Deutschland;Bauindustrie & Stahl;C 1000-5000;18;Nordrhein-Westfalen
Deutsche Rockwool;Rockwool-Str. 37-41;45966;Gladbeck;02043-408-0;02043-408-444;Herr;;Volker;Christmann;info@rockwool.de;http://www.rockwool.de/;Deutschland;Bauindustrie & Stahl;C 1000-5000;317;Nordrhein-Westfalen
Berendsen GmbH;Stadtstr. 3-7;25348;Glückstadt;04124-914-0;04124-914-123;Herr;;Carsten;Best;info@berendsen.de;http://www.berendsen.de/;Deutschland;Kommunales;F 100-200;46;Schleswig-Holstein
Möbel Rieger GmbH & Co. KG;Holzheimer Str. 2;73037;Göppingen;07161-621-0;07161-621-196;Herr;;Franz;Rieger;info@moebel-rieger.de;http://www.moebel-rieger.de;Deutschland;DIY & Einrichten;C 1000-5000;200;Baden-Württemberg
Fossil (Europe) GmbH;Oberwinkl 1;83355;Grabenstätt;08661- 6226000;;Herr;;Christian;Coenen;info@fossil.de;http://www.fossil.de;Deutschland;Konsumgüterhersteller;C 1000-5000;349;Bayern
Opto GmbH;Lochhammer Schlag 14;82166;Gräfelfing;089-898055-0;089-898055-18;Herr;;Markus;Riedi;info@opto.de;http://www.opto.de;Deutschland;Elektrotechnik & Medizintechnik;G unter 100;0;Bayern
IMO Holding GmbH;Imostr. 1;91350;Gremsdorf;09193-6395-0;09193-6395-1140;Herr;;Erich;Ruß;mail@imo.de;http://www.imo.de/;Deutschland;Bauindustrie & Stahl;C 1000-5000;85;Bayern
Mondi Consumer Packaging;Hüttruper Heide 88;48268;Greven;02571-9191-0;02571-9191-91;Herr;;Ralph;Landwehr;greven@nordenia.com;http://www.mondigroup.com/;Deutschland;Chemieindustrie;C 1000-5000;881;Nordrhein-Westfalen
Engbers GmbH & Co.KG;Düppelstr. 4;48599;Gronau;02562-713-0;02562-713-169;Herr;;Bernd;Bosch;info@engbers.de;http://www.engbers.de/;Deutschland;Mode & Lifestyle;C 1000-5000;103;Nordrhein-Westfalen
Resopal GmbH;Hans-Böckler-Str. 4;64823;Groß-Umstadt;06078-80-0;06078-80-624;Herr;;Alan Timothy;Pearson;info@resopal.de;http://www.resopal.de/;Deutschland;Bauindustrie & Stahl;D 500-999;0;Hessen
Bender GmbH & Co. KG;Londorfer Str. 65;35305;Grünberg;06401-807-0;06401-807-259;Herr;Dr.;Dirk;Pieler;info@bender-de.com;http://www.bender-de.com/;Deutschland;Elektrotechnik & Medizintechnik;D 500-999;0;Hessen
Bavaria Film GmbH;Bavariafilmplatz 7;82031;Grünwald;089-6499-0;089-6492-507;Herr;;Achim;Rohnke;info@bavaria-film.de;http://www.bavaria-film.de/;Deutschland;Medien & Agenturen;C 1000-5000;249;Bayern
Brandt Zwieback-Schokoladen;Kölner Str. 32-34;58135;Hagen;02331-477-0;02331-477-190;Herr;;Carl-Jürgen;Brandt;marketing@brandt-gmbh.de;http://www.brandt-gmbh.de;Deutschland;Lebensmittelindustrie;D 500-999;155;Nordrhein-Westfalen
Christ Juweliere und Uhrmacher;Kabeler Str. 4;58099;Hagen;02331-690-6286;02331-690-8375;Frau;;Elisabeth;Laraia;info@christ.de;http://www.christ.de/;Deutschland;Mode & Lifestyle;C 1000-5000;310;Nordrhein-Westfalen
Diakonie Mark-Ruhr gemeinnützige GmbH;Martin-Luther-Str. 9-11;58095;Hagen;02331-3809-00;02331-3809-09;Herr;;Volker;Holländer;info@diakonie-mark-ruhr.de;http://www.diakonie-mark-ruhr.de/;Deutschland;Kommunales;C 1000-5000;155;Nordrhein-Westfalen
Hussel GmbH;Kabeler Str. 4;58099;Hagen;02331-690-8181;02331-690-681;Herr;;Sven;Eklöh;service@hussel.de;http://www.hussel.de/;Deutschland;Lebensmittelhandel;C 1000-5000;99;Nordrhein-Westfalen
Michael Brücken Kaufpark GmbH & Co OHG;Weststr. 4;58089;Hagen;02331-300-0;02331-300-271;Herr;;Günter;Zeitz;post@ihr-kaufpark.de;http://www.ihr-kaufpark.de/;Deutschland;Lebensmittelhandel;C 1000-5000;819;Nordrhein-Westfalen
SinnLeffers GmbH;Batheyer Str. 115-117;58099;Hagen;02331-620-0;02331-620-100;Herr;;Friedrich-Wilhelm;Göbel;info@sinnleffers.de;http://www.sinnleffers.de/;Deutschland;Mode & Lifestyle;C 1000-5000;257;Nordrhein-Westfalen
MAHA Maschinenbau;Hoyen 20;87490;Haldenwang;08374-585-0;08374-585-590;Herr;;Thomas;Förg;maha@maha.de;http://www.maha.de/;Deutschland;Maschinenbau;C 1000-5000;0;Bayern
TTL Tapeten-Teppichbodenland;Emil-Kemmer-Str. 3;96103;Hallstadt;0951-96232-0;0951-96232-33;Herr;;Heinz;Fuchs;info@ttl-ttm.de;http://www.ttl-ttm.de/;Deutschland;DIY & Einrichten;C 1000-5000;0;Bayern
f & w fördern und wohnen;Grüner Deich 17;20097;Hamburg;040-42835-0;040-42835-3584;Herr;Dr.;Rembert;Vaerst;wohnen@foerdernundwohnen.de;http://www.foerdernundwohnen.de;Deutschland;Kommunales;D 500-999;46;Hamburg
Hamburger Senioren Domizile GmbH;Reichsbahnstr. 20;22525;Hamburg;040-57203-0;040-57203-6012;Herr;;Lutz;Gornik;info@hamburger-senioren-domizile.de;http://www.hamburger-senioren-domizile.de/;Deutschland;Kommunales;E 200-499;0;Hamburg
Plath GmbH;Gotenstr. 18;20097;Hamburg;040-23734-0;040-23734-173;Herr;;Nico;Scharfe;info@plath.de;http://www.plath.de;Deutschland;Maschinenbau;F 100-200;0;Hamburg
RÄDER-VOGEL;Sperlsdeicher Weg 19-23;21109;Hamburg;040-75499-0;040-75499-175;Herr;;Dieter;Henning;rv@raedervogel.de;http://www.raedervogel.de;Deutschland;Maschinenbau;E 200-499;60;Hamburg
Anton Hosselmann GmbH & Co. KG;Römerstr. 28;59075;Hamm;02381-97007-0;02381-789286;Herr;;Jürgen;Aust;info@hosselmann.de;http://www.hosselmann.de/;Deutschland;Lebensmittelhandel;C 1000-5000;70;Nordrhein-Westfalen
Westfälische Drahtindustrie GmbH;Wilhelmstr. 7;59067;Hamm;02381-276-0;02381-276-211;Frau;;Katja;Pampus;draht.hamm@wdi.de;http://www.wdi.de/;Deutschland;Bauindustrie & Stahl;C 1000-5000;621;Nordrhein-Westfalen
Eckart GmbH;Güntersthal 4;91235;Hartenstein;09152-77-0;09152-77-7008;Herr;Dr.;Wolfgang;Schütt;info.eckart@altana.com;http://www.eckart.net;Deutschland;Chemieindustrie;C 1000-5000;0;Bayern
Carl Edelmann GmbH;Steinheimer Str. 45;89518;Heidenheim an der Brenz;07321-340-0;07321-340-244;Herr;;Dierk;Schröder;info@edelmann.de;http://www.edelmann.de/;Deutschland;Chemieindustrie;C 1000-5000;188;Baden-Württemberg
Uniklinikum Marien Hospital Herne;Hölkeskampring 40;44625;Herne;02323-499-0;02323-499-1999;Herr;;Theo;Freitag;info@marienhospital-herne.de;http://www.marienhospital-herne.de/;Deutschland;Kommunales;C 1000-5000;0;Nordrhein-Westfalen
STABILO International GmbH;Schwanweg 1;90562;Heroldsberg;0911-567-0;0911-567-4444;Herr;;Sebastian;Schwanhäusser;info@stabilo.com;http://www.stabilo.com/;Deutschland;Konsumgüterhersteller;C 1000-5000;370;Bayern
Herta GmbH;Westerholter Str. 750-770;45701;Herten;02366-301-701;02366-301-370;Herr;;Volker;Baltes;info@herta.de;http://www.hertaland.de/;Deutschland;Lebensmittelindustrie;E 200-499;250;Nordrhein-Westfalen
ASK Chemicals GmbH;Reisholzstr. 16 - 18;40721;Hilden;0211-711030;0211-7110335;Herr;;Frank;Coenen;info@ask-chemicals.de;http://www.ask-chemicals.de;Deutschland;Chemieindustrie;C 1000-5000;109;Nordrhein-Westfalen
Conrad Electronic SE;Klaus-Conrad-Str. 1;92242;Hirschau;0180-5312111;0180-5312110;Herr;;Holger;Ruban;webmaster@conrad.de;http://www.conrad.de/;Deutschland;Technik & Auto;C 1000-5000;804;Bayern
Roth & Rau AG;An der Baumschule 6-8;09337;Hohenstein-Ernstthal;03723-671234;03723-6711000;Herr;;Peter M.;Wagner;info@roth-rau.com;http://www.roth-rau.de/;Deutschland;Elektrotechnik & Medizintechnik;C 1000-5000;154;Sachsen
Hexal Aktiengesellschaft;Industriestr. 25;83607;Holzkirchen;08024-908-0;08024-908-1290;Herr;;Sandrine;Piret-Gerard;service@hexal.de;http://www.hexal.de/;Deutschland;Chemieindustrie;C 1000-5000;0;Bayern
Montanhydraulik GmbH;Bahnhofstr. 39;59439;Holzwickede;02301-916-0;02301-916-123;Herr;Dr.-Ing.;Ralf;Becker;info@montanhydraulik.com;http://www.montanhydraulik.com/;Deutschland;Maschinenbau;C 1000-5000;210;Nordrhein-Westfalen
Jeans Fritz;Tengerner Str. 143;32609;Hüllhorst;05744-512-0;05744-512-111;Herr;;Ernst;Schäfer;info@jeans-fritz.de;http://www.jeans-fritz.de/;Deutschland;Mode & Lifestyle;C 1000-5000;123;Nordrhein-Westfalen
RAG Anthrazit Ibbenbüren GmbH;Osnabrücker Str. 112;49477;Ibbenbüren;05451-51-0;05451-51-3200;Herr;Dr.;Heinz-Werner;Voß;ib.gmbh@rag.de;http://www.anthrazit-ibbenbueren.de;Deutschland;Bauindustrie & Stahl;C 1000-5000;383;Nordrhein-Westfalen
Alcoa Aluminium Deutschland, Inc.;Stenglingser Weg 65-78;58642;Iserlohn;02374-936-0;;Herr;;Edwin P.;Drake;;http://www.alcoa.com/germany/;Deutschland;Bauindustrie & Stahl;C 1000-5000;700;Nordrhein-Westfalen
Constantin Medien AG;Münchener Str. 101g;85737;Ismaning;089-99500-0;089-99500-111;Herr;;Bernhard;Burgener;info@constantin-medien.de;http://www.constantin-medien.de/;Deutschland;Medien & Agenturen;C 1000-5000;520;Bayern
Vinnolit GmbH & Co. KG;Carl-Zeiss-Ring 25;85737;Ismaning;089-96103-0;089-96103-103;Herr;Dr.;Josef;Ertl;info@vinnolit.com;http://www.vinnolit.de/;Deutschland;Chemieindustrie;C 1000-5000;905;Bayern
JENOPTIK AG;Carl-Zeiss-Str. 1;07739;Jena;03641-65-0;03641-424514;Herr;Dr.;Michael;Mertin;pr@jenoptik.com;http://www.jenoptik.com;Deutschland;Maschinenbau;C 1000-5000;585;Thüringen
PAPSTAR GmbH;Daimlerstr. 4-8;53925;Kall;02441-83-0;02441-83-100;Herr;;Hubertus;Kantelberg;info@papstar.de;http://www.papstar.de/;Deutschland;Chemieindustrie;C 1000-5000;119;Nordrhein-Westfalen
Düker GmbH & Co. KGaA;Würzburger Str. 10;97753;Karlstadt;09353-7910;09353-791198;Herr;;Martin;Simons;info@dueker.de;http://www.dueker.de/;Deutschland;Maschinenbau;D 500-999;122;Bayern
Hilti Deutschland AG (Liechtenstein),;Hiltistr. 2;86916;Kaufering;0800-8885522;0800-8885523;Herr;;Jochen;Olbert;de.kundenservice@hilti.com;http://www.hilti.de/;Deutschland;Maschinenbau;C 1000-5000;411;Bayern
Ponnath DIE MEISTERMETZGER GmbH;Bayreuther Str. 40;95478;Kemnath;09642-30-0;09642-30-128;Herr;;Michael;Ponnath;ponnath@ponnath.de;http://www.ponnath.de;Deutschland;Lebensmittelindustrie;C 1000-5000;154;Bayern
Feneberg Lebensmittel GmbH;Ursulasrieder Str. 2;87437;Kempten;0831-5717-0;0831-5717-344;Herr;;Christof;Feneberg;info@feneberg.de;http://www.feneberg.de/;Deutschland;Lebensmittelhandel;C 1000-5000;300;Bayern
Boll & Kirch Filterbau GmbH;Siemensstr. 10-14;50170;Kerpen;02273-562-0;02273-562-185;Herr;Dr.;Heinz;Lux;info@bollfilter.de;http://www.bollfilter.de;Deutschland;Maschinenbau;D 500-999;143;Nordrhein-Westfalen
Hettich Holding GmbH & Co. oHG;Vahrenkampstr. 12-16;32278;Kirchlengern;05223-77-0;05223-77-1414;Herr;Dr.;Andreas;Hettich;info@de.hettich.com;http://www.hettich.com/;Deutschland;Konsumgüterhersteller;C 1000-5000;754;Nordrhein-Westfalen
Hörmann GmbH;Hauptstr. 45-47;85614;Kirchseeon;08091-52261;08091-1275;Herr;;Matthias;Müllner;info@hoermann-gmbh.de;http://www.hoermann-gmbh.de/;Deutschland;Elektrotechnik & Medizintechnik;C 1000-5000;590;Bayern
WEKA Holding GmbH & Co. KG;Römerstr. 4;86438;Kissing;08233-23-0;08233-23-195;Herr;;Werner;Mützel;info@weka-holding.de;http://www.weka-holding.de/;Deutschland;Medien & Agenturen;C 1000-5000;217;Bayern
WIKA Alexander Wiegand SE & Co. KG;Alexander-Wiegand-Str. 30;63911;Klingenberg;09372-132-0;09372-132-406;Herr;;Alexander;Wiegand;info@wika.de;http://www.wika.de/;Deutschland;Maschinenbau;C 1000-5000;800;Bayern
Funkwerk AG;Im Funkwerk 5;99625;Kölleda;03635-600-0;03635-600-507;Frau;;Kerstin;Schreiber;info@funkwerk.com;http://www.funkwerk.com;Deutschland;Elektrotechnik & Medizintechnik;C 1000-5000;211;Thüringen
CARGLASS GmbH;Godorfer Hauptstr. 175;50997;Köln;0800-0363636;02236-96206-34;Herr;;Jean-Pierre;Filippini;webmaster@carglass.de;http://www.carglass.de/;Deutschland;Transport & Logistik;D 500-999;248;Nordrhein-Westfalen
Peugeot Deutschland GmbH;Edmund-Rumpler-Str. 4;51149;Köln;0800-1111999;;Herr;;Rick;Hermanns;inf.de@peugeot.com;http://www.peugeot.de;Deutschland;Autoindustrie & Flugzeugbau;C 1000-5000;1660;Nordrhein-Westfalen
Fränkische Rohrwerke;Hellinger Str. 1;97486;Königsberg;09525-88-0;09525-88-150;Herr;;Otto;Kirchner;info.kbg@fraenkische.de;http://www.fraenkische.de;Deutschland;Bauindustrie & Stahl;C 1000-5000;317;Bayern
Bodensee-Schiffsbetriebe GmbH;Hafenstr. 6;78462;Konstanz;07531-3640-0;07531-3640-373;Herr;;Stefan;Ballier;info@bsb.de;http://www.bsb-online.com/;Deutschland;Gastronomie & Touristik;F 100-200;16;Baden-Württemberg
AL-KO KOBER SE;Ichenhauser Str. 14;89359;Kötz;08221-97-0;08221-97-393;Herr;;Stefan;Kober;info@al-ko.de;http://www.al-ko.de;Deutschland;Maschinenbau;C 1000-5000;706;Bayern
G. Siempelkamp GmbH & Co.KG;Siempelkampstr. 75;47803;Krefeld;02151-92-30;02151-92-5604;Herr;Dr.;Hans W.;Fechner;info@siempelkamp.com;http://www.siempelkamp.com;Deutschland;Maschinenbau;C 1000-5000;798;Nordrhein-Westfalen
Kurtz Holding GmbH & Co;Industriegebiet Wiebelbach;97892;Kreuzwertheim;09342-807-0;09342-807-404;Herr;;Rainer;Kurtz;info@kurtz.de;http://www.kurtz.de;Deutschland;Elektrotechnik & Medizintechnik;C 1000-5000;190;Bayern
IREKS GmbH;Lichtenfelser Str. 20;95326;Kulmbach;09221-706-0;09221-706-306;Herr;;Jürgen;Brinkmann;info@ireks.com;http://www.ireks.de/;Deutschland;Lebensmittelindustrie;D 500-999;231;Bayern
Markgrafen-Getränkevertrieb-GmbH;Lichtenfelser Str. 6;95326;Kulmbach;09221-6003-0;09221-6003-306;Herr;;Korel;Gülmen;info@markgrafen.com;http://www.markgrafen.com;Deutschland;Lebensmittelhandel;C 1000-5000;0;Bayern
Einhell Germany AG;Wiesenweg 22;94405;Landau an der Isar;09951-942-0;09951-1702;Herr;;Andreas;Kroiss;info@einhell.de;http://www.einhell.de/;Deutschland;Konsumgüterhersteller;C 1000-5000;365;Bayern
ara Shoes AG;Zur Schlenkhecke 4;40764;Langenfeld;02173-105-0;02173-105-108;Herr;;Maximilian;Müller;info@ara-shoes.de;http://www.ara-shoes.de/;Deutschland;Konsumgüterhersteller;C 1000-5000;386;Nordrhein-Westfalen
Strauss INNOVATION GmbH & Co.;Elisabeth-Selbert-Str. 13;40764;Langenfeld;02173-99-0001;02173-99-2390;Herr;Dr.;Hans Peter;Döhmen;unternehmen@strauss-innovation.de;http://www.strauss-innovation.de/;Deutschland;Mode & Lifestyle;C 1000-5000;116;Nordrhein-Westfalen
Gallus Druckmaschinen GmbH;Steinbruchstr. 5;35428;Langgöns;06447-9250;;Herr;;Udo;Gabriel;;http://www.gallus-group.com/;Deutschland;Maschinenbau;F 100-200;44;Hessen
Käserei Champignon;Kemptener Str. 17-24;87493;Lauben;08374-92-0;08374-92-169;Herr;;Robert;Hofmeister;info@kaeserei-champignon.de;http://www.champignon.de/de;Deutschland;Lebensmittelindustrie;C 1000-5000;271;Bayern
EMUGE-Werk Richard Glimpel GmbH & Co. KG;Nürnberger Str. 96-100;91207;Lauf a. d. Pegnitz;09123-186-0;09123-14313;Herr;;Helmut;Glimpel;info@emuge.de;http://www.emuge.de/;Deutschland;Maschinenbau;C 1000-5000;0;Bayern
Uhlmann Pac-Systeme GmbH & Co. KG;Uhlmannstr. 14-18;88471;Laupheim;07392-702-0;07392-18972;Herr;;Norbert;Gruber;info@uhlmann.de;http://www.uhlmann.de/;Deutschland;Maschinenbau;C 1000-5000;139;Baden-Württemberg
Bolta Werke GmbH;Industriestr. 22;91227;Leinburg;09120-90-0;09120-6141;Herr;;Christian;Falk;info@bolta.de;http://www.bolta.de/;Deutschland;Maschinenbau;C 1000-5000;98;Bayern
Wanzl Metallwarenfabrik GmbH;Rudolf-Wanzl-Str. 4;89340;Leipheim;08221-729-0;08221-729-1000;Herr;;Bernhard;Renzhofer;info@wanzl.de;http://www.wanzl.com;Deutschland;Maschinenbau;C 1000-5000;309;Bayern
Unister Holding GmbH;Barfußgäßchen 11;04109;Leipzig;0341-650-500;0341-650-5023299;Herr;;Thomas;Wagner;info@unister-gmbh.de;http://www.unister.de/;Deutschland;Medien & Agenturen;C 1000-5000;227;Sachsen
Bischof + Klein GmbH & Co. KG;Rahestr. 47;49525;Lengerich;05481-920-0;05481-920-541;Herr;Dr.;Volker;Pfennig;info@bk-international.com;http://www.bk-international.com/;Deutschland;Chemieindustrie;C 1000-5000;475;Nordrhein-Westfalen
Windmöller & Hölscher KG;Münsterstr. 50;49525;Lengerich;05481-14-0;05481-14-2649;Herr;Dr.;Jürgen;Vutz;info@wuh-lengerich.de;http://www.wuh-lengerich.de/;Deutschland;Maschinenbau;C 1000-5000;480;Nordrhein-Westfalen
Harmonic Drive AG;Hoenbergstr. 14;65555;Limburg;06431-5008-0;06431-5008-119;Herr;;Ekrem;Sirman;info@harmonicdrive.de;http://www.harmonicdrive.de/;Deutschland;Maschinenbau;E 200-499;0;Hessen
SIG Combibloc GmbH;Rurstr. 58;52441;Linnich;02462-79-0;02462-79-2519;Herr;Dr.;Thomas;Kloubert;info@sigcombibloc.com;http://www.sig.biz;Deutschland;Chemieindustrie;C 1000-5000;808;Nordrhein-Westfalen
Nolte Küchen GmbH und Co. KG;Anni-Nolte-Str. 4;32584;Löhne;05732-899-0;;Herr;;Manfred;Wippermann;info@nolte-kuechen.de;http://www.nolte-kuechen.de/;Deutschland;Konsumgüterhersteller;C 1000-5000;0;Nordrhein-Westfalen
FRIMO Group GmbH;Hansaring 6;49504;Lotte;05404-886-0;05404-886-333;Herr;;Hans-Günter;Bayer;info@frimo.com;http://www.frimo.de/;Deutschland;Maschinenbau;C 1000-5000;135;Nordrhein-Westfalen
TT-Line GmbH & Co. KG;Zum Hafenplatz 1;23570;Lübeck;04502-801-0;04502-801407;Herr;Dr.;Hanns Heinrich;Conzen;info@ttline.com;http://www.tt-line.de;Deutschland;Gastronomie & Touristik;G unter 100;0;Schleswig-Holstein
HASCO Hasenclever GmbH + Co KG;Römersweg 4;58513;Lüdenscheid;02351-957-0;02351-957-237;Herr;;Christoph;Ehrlich;info@hasco.com;http://www.hasco.com;Deutschland;Maschinenbau;C 1000-5000;0;Nordrhein-Westfalen
CARAT Systementwicklungs-;Am Victoria-Turm 2;68163;Mannheim;0621-86080-0;0621-86080-914;Herr;;Thomas;Vollmar;info@carat-gruppe.de;http://www.carat-gruppe.de/;Deutschland;Transport & Logistik;E 200-499;128;Baden-Württemberg
WAREMA Renkhoff SE;Hans-Wilhelm-Renkhoff-Str. 2;97828;Marktheidenfeld;09391-20-0;09391-20-4299;Frau;;Angelique;Renkhoff-Mücke;info@warema.de;http://www.warema.de;Deutschland;Konsumgüterhersteller;C 1000-5000;376;Bayern
AGCO GmbH;Johann-Georg-Fendt-Str. 4;87616;Marktoberdorf;08342-77-0;08342-77-220;Herr;;Michael;Gschwender;info@xfendt.de;http://www.fendt.com/;Deutschland;Maschinenbau;C 1000-5000;850;Bayern
SCHERDEL GmbH;Scherdelstr. 2;95615;Marktredwitz;09231-603-0;09231-62938;Herr;;Walter;Bach;info@scherdel.de;http://www.scherdel.de/;Deutschland;Maschinenbau;C 1000-5000;480;Bayern
Georg Jos. Kaes GmbH;Am Ring 15;87665;Mauerstetten;08341-807-0;08341-807-202;Herr;;Helmut;Hermann;info@v-markt.de;http://www.v-markt.de/;Deutschland;Lebensmittelhandel;C 1000-5000;616;Bayern
Clean Car AG;Am Meerkamp 19;40667;Meerbusch;02132-9311-0;02132-9311-30;Herr;;Holger;Dörner;info@cleancar.de;http://www.cleancar.de/;Deutschland;Transport & Logistik;E 200-499;115;Nordrhein-Westfalen
>rational< einbauküchen GmbH;Rationalstr. 4;49328;Melle;05226-58-0;05226-58-212;Herr;;Andrea;Lodetti;info@rational.de;http://www.rational.de/;Deutschland;Konsumgüterhersteller;E 200-499;32;Niedersachsen
Berger Holding GmbH & Co. KG;In der Neuen Welt 14;87700;Memmingen;08331-930-01;08331-930-101;Herr;;Oswald;Berger;berger-holding@aberger.de;http://www.aberger.de;Deutschland;Maschinenbau;C 1000-5000;240;Bayern
Magnet-Schultz GmbH & Co.;Allgäuer Str. 30;87700;Memmingen;08331-104-0;08331-104-333;Herr;;Wolfgang;Schultz;info@magnet-schultz.de;http://www.magnet-schultz.de/;Deutschland;Elektrotechnik & Medizintechnik;C 1000-5000;143;Bayern
Heinrich Rosier GmbH & Co. KG;Fröndenberger Str. 138-148;58706;Menden;02373-171-01;02373-171-108;Herr;;Heinrich;Rosier;info@rosier.de;http://www.rosier.de/;Deutschland;Technik & Auto;C 1000-5000;571;Nordrhein-Westfalen
OBO Bettermann GmbH & Co. KG;Hüingser Ring 52;58710;Menden;02373-89-0;02373-89-238;Herr;;Ulrich;Bettermann;info@obo.de;http://www.bettermann.de;Deutschland;Elektrotechnik & Medizintechnik;C 1000-5000;400;Nordrhein-Westfalen
Zott SE & Co. KG;Dr.-Steichele-Str. 4;86690;Mertingen;09078-801-0;09078-801-110;Frau;;Christine;Weber;info@zott.de;http://www.zott-dairy.com/;Deutschland;Lebensmittelindustrie;C 1000-5000;697;Bayern
GROB-WERKE GmbH & Co. KG;Industriestr. 4;87719;Mindelheim;08261-996-0;;Herr;;German;Wankmiller;info@grobgroup.com;http://www.grob.de/;Deutschland;Maschinenbau;C 1000-5000;388;Bayern
EDEKA-Markt Minden-Hannover GmbH;Wittelsbacherallee 61;32427;Minden;0571-802-0;0571-802-1804;Herr;;Bernhard;Berger;joerg.brockhoff@minden.edeka.de;http://www.niedrig-preis.de/;Deutschland;Lebensmittelhandel;C 1000-5000;0;Nordrhein-Westfalen
Karl Preuß GmbH & Co.;Viktoriastr. 27;32423;Minden;0571-3908-0;0571-3908-15;Herr;;Rüdiger;Heß;info@wez.de;http://www.wez.de/;Deutschland;Lebensmittelhandel;C 1000-5000;186;Nordrhein-Westfalen
MIOS Großhandel GmbH;Wittelsbacherallee 61;32427;Minden;0571-802-1761;0571-802-1315;Frau;;Heike;Kryszat;info@minden.edeka.de;http://www.mios.de/;Deutschland;Lebensmittelhandel;C 1000-5000;716;Nordrhein-Westfalen
WAGO Kontakttechnik GmbH;Hansastr. 27;32423;Minden;0571-887-0;0571-887-169;Herr;;Sven;Hohorst;info@wago.com;http://www.wago.com;Deutschland;Elektrotechnik & Medizintechnik;C 1000-5000;661;Nordrhein-Westfalen
Trinkgut;Chemnitzer Str. 24;47441;Moers;02841-209-0;02841-209-2435;Herr;;Dirk;Neuhaus;kundenservice@trinkgut.de;http://www.trinkgut.de/;Deutschland;Lebensmittelhandel;C 1000-5000;516;Nordrhein-Westfalen
Scheidt & Bachmann GmbH;Breite Str. 132;41238;Mönchengladbach;02166-266-0;02166-266-375;Herr;Dr.-Ing.;Norbert;Miller;admin@scheidt-bachmann.de;http://www.scheidt-bachmann.de/;Deutschland;Maschinenbau;C 1000-5000;245;Nordrhein-Westfalen
